scenario_id,outcome,econ_outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,econ_initial,econ_final,econ_delta,econ_switched,econ_outcome,econ_switch_time_s,econ_95pct_time_s,cascade_time_s,econ_lag_s,peak_price_gap_pct,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v26_fork_valuation,v26_pool_opportunity_cost,v27_blocks,v27_fork_valuation,v27_pool_opportunity_cost,winning_fork
sweep_0030,v27_dominant,no_switch,0.6392,0.25,0.7759,0.16,0.2387,0.5054,30.0,0.4,0.49,1.0,0.5673741253525133,0.772834067547724,56.74,56.74,0.0,False,no_switch,None,None,8419.0,None,16.17,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,55209.325014887116,56.73741253525133,86.4,64137.87498511289,8343,0.085,6810,0.5,6,0.12,1547,119154973620.12997,0,5263,181539585727.0052,76271608.13222131,v27
sweep_0031,v27_dominant,no_switch,0.7137,0.25,0.5865,0.16,0.3431,0.584,30.0,0.4,0.49,1.0,0.5673741253525133,0.8074921956295525,56.74,56.74,0.0,False,no_switch,None,None,7813.0,None,17.42,8,0,13000,0.05,0.1,2,43.26258746474866,0.0,54893.56662017453,56.73741253525133,86.4,64453.63337982546,5672,0.085,6727,0.5,6,0.12,1295,118473491222.32549,0,5432,182433326721.37473,79986010.2124267,v27
sweep_0032,v27_dominant,full_switch,0.7992,0.25,0.783,0.16,0.1566,0.3942,30.0,0.4,0.49,1.0,1.0,0.975649088856636,99.59,100.0,0.41,False,full_switch,None,0.0,612.0,None,47.6,4,0,13000,0.05,0.1,2,0.0,0.0,48201.10176136848,100.0,86.4,71146.09823863153,568,0.085,6201,0.5,6,0.12,151,0.0,0,6050,354926425026.38196,0,v27
sweep_0033,v27_dominant,no_switch,0.5689,0.25,0.6704,0.16,0.3718,0.4392,30.0,0.4,0.49,1.0,0.5673741253525133,0.7731006160164271,56.74,56.74,0.0,False,no_switch,None,None,8418.0,None,16.18,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,55207.15749059084,56.73741253525133,86.4,64140.04250940916,8343,0.085,6818,0.5,6,0.12,1547,119150295582.49278,0,5271,181545720814.31342,76271608.13222131,v27
sweep_0034,v26_dominant,no_switch,0.3081,0.25,0.5673,0.16,0.2449,0.1716,30.0,0.4,0.49,0.0,0.5673664319629602,0.03139942620337902,56.74,56.74,-0.0,False,no_switch,None,None,None,None,0.89,8,0,13000,0.05,0.1,2,43.26335680370397,86.4,64280.268978507476,56.73664319629601,0.0,55066.93102149253,1126,0.085,6274,0.5,6,0.12,6077,138734714796.8974,1591462.1461877306,197,155862542901.85287,0,v26
sweep_0035,v27_dominant,full_switch,0.6868,0.25,0.3708,0.16,0.1442,0.5583,30.0,0.4,0.49,1.0,1.0,0.9529865125240847,56.74,100.0,43.26,True,full_switch,2723.0,2723.0,1208.0,1515.0,46.44,8,0,13000,0.05,0.1,2,0.0,0.0,48428.494097080766,100.0,86.4,70918.70590291923,1476,0.085,5190,0.5,6,0.12,244,0.0,0,4946,353792033249.5896,755884.1453061649,v27
sweep_0036,v27_dominant,full_switch,0.6713,0.25,0.3677,0.16,0.3601,0.6633,30.0,0.4,0.49,1.0,1.0,0.9537166900420757,56.74,100.0,43.26,True,full_switch,2722.0,2722.0,1207.0,1515.0,46.47,4,0,13000,0.05,0.1,2,0.0,0.0,48422.491948744195,100.0,86.4,70924.7080512558,734,0.085,4991,0.5,6,0.12,231,0.0,0,4760,353821976157.27277,671360.3590898216,v27
sweep_0037,v27_dominant,full_switch,0.6091,0.25,0.6451,0.16,0.1052,0.3045,30.0,0.4,0.49,1.0,1.0,0.9575388559525717,56.74,100.0,43.26,True,full_switch,3025.0,3025.0,1207.0,1818.0,46.82,10,0,13000,0.05,0.1,2,0.0,0.0,48352.97002252694,100.0,86.4,70994.22997747306,1918,0.085,6241,0.5,6,0.12,265,0.0,0,5976,354168800077.9673,866972.550047644,v27
sweep_0038,v27_dominant,no_switch,0.7442,0.25,0.7445,0.16,0.2843,0.5491,30.0,0.4,0.49,1.0,0.5673741253525133,0.807635175282234,56.74,56.74,0.0,False,no_switch,None,None,7813.0,None,17.42,8,0,13000,0.05,0.1,2,43.26258746474866,0.0,54891.72849222066,56.73741253525133,86.4,64455.47150777935,5672,0.085,6732,0.5,6,0.12,1295,118469524101.05032,0,5437,182438529466.04532,79986010.2124267,v27
sweep_0039,v27_dominant,full_switch,0.7666,0.25,0.349,0.16,0.1761,0.3248,30.0,0.4,0.49,1.0,1.0,0.956685191238967,56.74,100.0,43.26,True,full_switch,3025.0,3025.0,1207.0,1818.0,46.77,10,0,13000,0.05,0.1,2,0.0,0.0,48363.13513273702,100.0,86.4,70984.06486726299,1918,0.085,6118,0.5,6,0.12,265,0.0,0,5853,354118089409.12976,866972.550047644,v27
sweep_0040,v27_dominant,full_switch,0.5335,0.25,0.4232,0.16,0.2826,0.6921,30.0,0.4,0.49,1.0,1.0,0.9559164733178654,56.74,100.0,43.26,True,full_switch,2722.0,2722.0,1208.0,1514.0,46.61,4,0,13000,0.05,0.1,2,0.0,0.0,48394.754403272134,100.0,86.4,70952.44559672788,728,0.085,5172,0.5,6,0.12,228,0.0,0,4944,353960350405.4345,671360.3590898216,v27
sweep_0041,v27_dominant,no_switch,0.655,0.25,0.7623,0.16,0.2509,0.5765,30.0,0.4,0.49,1.0,0.5673741253525133,0.8074921956295525,56.74,56.74,0.0,False,no_switch,None,None,7812.0,None,17.41,8,0,13000,0.05,0.1,2,43.26258746474866,0.0,54893.76680178407,56.73741253525133,86.4,64453.433198215935,5672,0.085,6727,0.5,6,0.12,1295,118473923262.28246,0,5432,182432760115.66052,79972807.6347503,v27
sweep_0042,v26_dominant,no_switch,0.4147,0.25,0.4071,0.16,0.3273,0.2363,30.0,0.4,0.49,0.0,0.5673664319629602,0.031394422310756974,56.74,56.74,-0.0,False,no_switch,None,None,None,None,0.89,8,0,13000,0.05,0.1,2,43.26335680370397,86.4,64280.28713151452,56.73664319629601,0.0,55066.91286848548,1128,0.085,6275,0.5,6,0.12,6078,138734753976.14,1591462.1461877306,197,155862491521.21866,0,v26
sweep_0043,v27_dominant,full_switch,0.4777,0.25,0.5175,0.16,0.2639,0.5373,30.0,0.4,0.49,1.0,1.0,0.8988588400812881,56.74,100.0,43.26,True,full_switch,7271.0,7271.0,3627.0,3644.0,44.25,8,0,13000,0.05,0.1,2,0.0,0.0,48863.377049341136,100.0,86.4,70483.82295065887,3066,0.085,6397,0.5,6,0.12,647,0.0,0,5750,351622533370.1587,26901750.92838348,v27
sweep_0044,v27_dominant,full_switch,0.5232,0.25,0.4337,0.16,0.1949,0.6743,30.0,0.4,0.49,1.0,1.0,0.9611242006058566,56.74,100.0,43.26,True,full_switch,2722.0,2722.0,1208.0,1514.0,46.98,4,0,13000,0.05,0.1,2,0.0,0.0,48322.000068147994,100.0,86.4,71025.19993185201,728,0.085,5942,0.5,6,0.12,231,0.0,0,5711,354323299839.20624,671360.3590898216,v27
sweep_0045,v26_dominant,no_switch,0.6993,0.25,0.4678,0.16,0.3845,0.1939,30.0,0.4,0.49,0.0,0.5673664319629602,0.03140443169137574,56.74,56.74,-0.0,False,no_switch,None,None,None,None,0.89,8,0,13000,0.05,0.1,2,43.26335680370397,86.4,64280.32647161804,56.73664319629601,0.0,55066.87352838196,1126,0.085,6273,0.5,6,0.12,6076,138734838883.0349,1591462.1461877306,197,155862380172.20288,0,v26
sweep_0046,v27_dominant,no_switch,0.4424,0.25,0.758,0.16,0.1839,0.2732,30.0,0.4,0.49,1.0,0.5673741253525133,0.772834067547724,56.74,56.74,0.0,False,no_switch,None,None,8418.0,None,16.18,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,55208.42486204441,56.73741253525133,86.4,64138.77513795559,8343,0.085,6810,0.5,6,0.12,1547,119153030874.25873,0,5263,181542133572.16208,76271608.13222131,v27
sweep_0047,v27_dominant,no_switch,0.591,0.25,0.5583,0.16,0.3661,0.4313,30.0,0.4,0.49,1.0,0.5673741253525133,0.7730340375586855,56.74,56.74,0.0,False,no_switch,None,None,8419.0,None,16.18,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,55207.334298766655,56.73741253525133,86.4,64139.86570123336,8343,0.085,6816,0.5,6,0.12,1547,119150677176.97014,0,5269,181545220366.13055,76271608.13222131,v27
sweep_0048,v26_dominant,no_switch,0.5803,0.25,0.6816,0.16,0.3007,0.246,30.0,0.4,0.49,0.0,0.5673664319629602,0.03138942001274697,56.74,56.74,-0.0,False,no_switch,None,None,None,None,0.89,8,0,13000,0.05,0.1,2,43.26335680370397,86.4,64280.326882978945,56.73664319629601,0.0,55066.87311702106,1126,0.085,6276,0.5,6,0.12,6079,138734839770.86627,1591462.1461877306,197,155862379007.87875,0,v26
sweep_0049,v27_dominant,no_switch,0.3891,0.25,0.4547,0.16,0.3095,0.3058,30.0,0.4,0.49,1.0,0.5673741253525133,0.7729007633587787,56.74,56.74,0.0,False,no_switch,None,None,8416.0,None,16.18,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,55208.371626810804,56.73741253525133,86.4,64138.8283731892,8343,0.085,6812,0.5,6,0.12,1547,119152915979.84814,0,5265,181542284252.27518,76276617.41126646,v27
sweep_0050,v27_dominant,full_switch,0.3721,0.25,0.5539,0.16,0.1368,0.4424,30.0,0.4,0.49,1.0,1.0,0.9577419869239355,56.74,100.0,43.26,True,full_switch,3025.0,3025.0,1207.0,1818.0,46.83,10,0,13000,0.05,0.1,2,0.0,0.0,48351.57471182103,100.0,86.4,70995.62528817897,1918,0.085,6271,0.5,6,0.12,265,0.0,0,6006,354175760862.22546,866972.550047644,v27
sweep_0051,v27_dominant,full_switch,0.4093,0.25,0.3849,0.16,0.2093,0.3371,30.0,0.4,0.49,1.0,1.0,0.9516369047619048,56.74,100.0,43.26,True,full_switch,3026.0,3026.0,1208.0,1818.0,46.36,10,0,13000,0.05,0.1,2,0.0,0.0,48443.58252512548,100.0,86.4,70903.61747487453,1918,0.085,5376,0.5,6,0.12,260,0.0,0,5116,353716761633.0462,866972.550047644,v27
sweep_0052,v27_dominant,full_switch,0.5178,0.25,0.3258,0.16,0.2004,0.6699,30.0,0.4,0.49,1.0,1.0,0.9563310450038138,56.74,100.0,43.26,True,full_switch,2722.0,2722.0,1208.0,1514.0,46.54,4,0,13000,0.05,0.1,2,0.0,0.0,48408.20145161025,100.0,86.4,70938.99854838976,728,0.085,5244,0.5,6,0.12,229,0.0,0,5015,353893267137.1744,671360.3590898216,v27
sweep_0053,v27_dominant,full_switch,0.3219,0.25,0.6382,0.16,0.1153,0.4868,30.0,0.4,0.49,1.0,1.0,0.9576947637292464,56.74,100.0,43.26,True,full_switch,3025.0,3025.0,1207.0,1818.0,46.83,10,0,13000,0.05,0.1,2,0.0,0.0,48351.456780419234,100.0,86.4,70995.74321958078,1920,0.085,6264,0.5,6,0.12,265,0.0,0,5999,354176349186.4186,866972.550047644,v27
sweep_0054,v27_dominant,no_switch,0.3068,0.25,0.7928,0.16,0.2903,0.5271,30.0,0.4,0.49,1.0,0.5673741253525133,0.7732140237641191,56.74,56.74,0.0,False,no_switch,None,None,8419.0,None,16.18,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,55206.88304849621,56.73741253525133,86.4,64140.3169515038,8338,0.085,6817,0.5,6,0.12,1546,119149703270.58646,0,5271,181546497611.24002,76276617.41126646,v27
sweep_0055,v27_dominant,full_switch,0.7273,0.25,0.3026,0.16,0.1471,0.3606,30.0,0.4,0.49,1.0,1.0,0.9564717477003942,56.74,100.0,43.26,True,full_switch,3025.0,3025.0,1207.0,1818.0,46.78,10,0,13000,0.05,0.1,2,0.0,0.0,48362.129041192886,100.0,86.4,70985.07095880712,1918,0.085,6088,0.5,6,0.12,265,0.0,0,5823,354123108496.3861,866972.550047644,v27
sweep_0056,v27_dominant,full_switch,0.4853,0.25,0.4795,0.16,0.1021,0.3655,30.0,0.4,0.49,1.0,1.0,0.9524070021881839,56.74,100.0,43.26,True,full_switch,3025.0,3025.0,1207.0,1818.0,46.38,10,0,13000,0.05,0.1,2,0.0,0.0,48439.84685456896,100.0,86.4,70907.35314543104,1920,0.085,5484,0.5,6,0.12,261,0.0,0,5223,353735397766.69977,866972.550047644,v27
sweep_0057,v27_dominant,no_switch,0.7482,0.25,0.3223,0.16,0.3558,0.5186,30.0,0.4,0.49,1.0,0.5673741253525133,0.8187265917602996,56.74,56.74,0.0,False,no_switch,None,None,6658.0,None,17.84,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,54786.02130539658,56.73741253525133,86.4,64561.17869460342,6653,0.085,6675,0.5,6,0.12,1210,118241382622.1591,0,5465,182737729258.81772,55634863.64566359,v27
sweep_0058,v27_dominant,no_switch,0.3628,0.25,0.4255,0.16,0.3165,0.4543,30.0,0.4,0.49,1.0,0.5673741253525133,0.7730340375586855,56.74,56.74,0.0,False,no_switch,None,None,8418.0,None,16.18,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,55206.69530152738,56.73741253525133,86.4,64140.50469847262,8343,0.085,6816,0.5,6,0.12,1547,119149298067.56847,0,5269,181547029021.22122,76271608.13222131,v27
sweep_0059,v27_dominant,full_switch,0.7729,0.25,0.5499,0.16,0.1651,0.6503,30.0,0.4,0.49,1.0,1.0,0.9625182540970306,56.74,100.0,43.26,True,full_switch,2722.0,2722.0,1208.0,1514.0,47.04,4,0,13000,0.05,0.1,2,0.0,0.0,48310.68220550831,100.0,86.4,71036.5177944917,728,0.085,6163,0.5,6,0.12,231,0.0,0,5932,354379761242.22186,671360.3590898216,v27
sweep_0060,v27_dominant,full_switch,0.4341,0.25,0.5794,0.16,0.3928,0.6846,30.0,0.4,0.49,1.0,1.0,0.8349723417332514,56.74,100.0,43.26,True,full_switch,12054.0,12054.0,7207.0,4847.0,41.4,4,0,13000,0.05,0.1,2,0.0,0.0,49439.60066557242,100.0,86.4,69907.59933442759,2416,0.085,6508,0.5,6,0.12,1074,0.0,0,5434,348747927549.348,77597980.98112127,v27
sweep_0061,v27_dominant,no_switch,0.4671,0.25,0.5922,0.16,0.2949,0.6152,30.0,0.4,0.49,1.0,0.5673741253525133,0.8201246660730187,56.74,56.74,0.0,False,no_switch,None,None,7809.0,None,17.84,6,0,13000,0.05,0.1,2,43.26258746474866,0.0,54786.849315127336,56.73741253525133,86.4,64560.350684872676,4017,0.085,6738,0.5,6,0.12,1212,118243169665.88042,0,5526,182735385611.73663,84141750.09935048,v27
sweep_0062,v27_dominant,full_switch,0.344,0.25,0.7246,0.16,0.1194,0.4729,30.0,0.4,0.49,1.0,1.0,0.9402182508303021,56.74,100.0,43.26,True,full_switch,4238.0,4238.0,1811.0,2427.0,46.06,10,0,13000,0.05,0.1,2,0.0,0.0,48502.61949193943,100.0,86.4,70844.58050806058,2483,0.085,6323,0.5,6,0.12,378,0.0,0,5945,353422244012.3414,5749518.321842229,v27
sweep_0063,v27_dominant,full_switch,0.7886,0.25,0.6028,0.16,0.1387,0.3799,30.0,0.4,0.49,1.0,1.0,0.9757869249394673,99.59,100.0,0.41,False,full_switch,None,0.0,611.0,None,47.61,4,0,13000,0.05,0.1,2,0.0,0.0,48199.888090178625,100.0,86.4,71147.3119098214,564,0.085,6195,0.5,6,0.12,150,0.0,0,6045,354932479665.8807,0,v27
